title,sentiment
What are you willing to give up to change the way we work?,Positive
The secret to desire in a long-term relationship,Positive
"What is economic value, and who creates it?",Neutral
TED Countdown Dilemma Series: Carbon credits [Session 2] ,Neutral
What the world can learn from China's response to the coronavirus,Neutral
We need a heroic narrative for death,Neutral
Can we solve global warming? Lessons from how we protected the ozone layer,Positive
How couples can sustain a strong sexual connection for a lifetime,Positive
The coming neurological epidemic,Negative
How light technology is changing medicine,Positive
Why we make bad financial choices -- even when we know better,Neutral
"How ""digital twins"" could help us predict the future",Positive
"Don't ask where I'm from, ask where I'm a local",Positive
How social networks predict epidemics,Neutral
What you can do about your country's ugly history,Positive
How our dependence on fossil fuels is leading the world into war ,Negative
A child of the state,Neutral
How to fix two of the most broken systems in the US,Positive
3 things I learned from my intellectually disabled son,Positive
Can we prevent the end of the world?,Negative
How women are revolutionizing Rwanda,Positive
The forgotten history of autism,Neutral
Design and destiny,Positive
What happens when you lose everything,Negative
What really happened during the Attica Prison Rebellion,Neutral
"Beware, fellow plutocrats, the pitchforks are coming",Negative
Mapping the future of countries,Neutral
Could one vaccine protect against everything?,Neutral
We need to address the real roots of racial violence,Negative
What explains the rise of humans?,Neutral
Tour the solar system from home,Positive
Are you an ethical true crime fan? 4 questions to ask,Neutral
How I built a jet suit,Positive
The shocking move to criminalize nonviolent protest,Negative
Science didn't understand my kids' rare disease until I decided to study it,Positive
"A passionate, personal case for education",Positive
A leap from the edge of space,Positive
Ending hunger now,Positive
Leave only footprints that will wash away,Positive
Digging up dinosaurs,Neutral
"A tour of Nollywood, Nigeria's booming film industry",Positive
The community-building potential of the arts,Positive
Can you solve the Trojan War riddle?,Neutral
The microbes in our food can save lives,Positive
"Save the oceans, feed the world!",Positive
The Japanese folktale of the selfish scholar,Neutral
Why should you read Flannery O'Connor?,Positive
Could your language affect your ability to save money?,Neutral
The wonderful and terrifying implications of computers that can learn,Neutral
Can cannabis help you sleep? Here's the science,Neutral
Can you solve the Ragnarok riddle?,Neutral
We can hack our immune cells to fight cancer,Positive
Why we need a more accessible digital landscape,Positive
The psychology of your future self,Neutral
A brief history of goths,Neutral
Teaching with the World Peace Game,Positive
"Esports, virtual Formula 1 and the new era of play",Positive
History's deadliest king,Negative
Newton's three-body problem explained,Neutral
Fighting a contagious cancer,Positive
Can you solve the rebel supplies riddle?,Neutral
The chemistry of cookies,Neutral
Can dogs sniff out malaria?,Neutral
"Great design is serious, not solemn",Positive
What can save the rainforest? Your used cell phone,Positive
Creative ways to get kids to thrive in school,Positive
Could the sun be good for your heart?,Neutral
How do we stop the massive inequality dominating the world economy?,Negative
How poachers became caretakers,Positive
"A manifesto for play, for Bulgaria and beyond",Positive
Leather and meat without killing animals,Positive
A roadmap for young changemakers,Positive
Will superintelligent AI end the world?,Negative
A multimedia theatrical adventure,Positive
The boost students need to overcome obstacles,Positive
My 105 days in Taliban prison -- and a call to aid Afghanistan,Negative
A next-generation digital book,Positive
"Memes and ""temes""",Neutral
The US is back in the Paris Agreement. What's next?,Positive
"When people are ""suspiciously kind""",Neutral
Why some people are more altruistic than others,Neutral
"Never, ever give up",Positive
"The 3,000-year history of the hoodie",Neutral
"Why should you read ""The God of Small Things"" by Arundhati Roy?",Positive
Smart solutions to decarbonize buildings,Positive
How augmented reality is changing activism,Positive
"The case for co-ops, the invisible giant of the economy",Positive
New nanotech to detect cancer early,Positive
How we unearthed the Spinosaurus,Neutral
Human-centered design,Neutral
How to live with economic doomsaying,Negative
How cognitive surplus will change the world,Positive
Meet the dazzling flying machines of the future,Positive
A broken body isn't a broken person,Positive
Making matter come alive,Positive
Metal that breathes,Positive
Why Earth may someday look like Mars,Negative
How cancer cells communicate -- and how we can slow them down,Positive
How to weave a cultural legacy through storytelling,Positive
Using nature's genius in architecture,Positive
Who was the world's first author?,Neutral
"Rhythm is everything, everywhere",Positive
How your unique story can get you hired,Positive
The best computer interface? Maybe ... your hands,Positive
Post-Pandemic Paradise in Rapa Nui,Positive
Everyday cybercrime -- and what you can do about it,Positive
What causes heartburn?,Neutral
How does heart transplant surgery work?,Neutral
Why autism is often missed in women and girls,Neutral
How I hacked online dating,Neutral
"Wild, intricate sculptures — made out of my hair",Positive
"Women entrepreneurs, example not exception",Positive
Do insects have personalities?,Neutral
How we can make crops survive without water,Positive
Brené Brown on What Vulnerability Isn't,Neutral
Expanding your circle of compassion,Positive
Visualizing the wonder of a living cell,Positive
A day in the life of a Cossack warrior,Neutral
My quest to sleep in every former slave dwelling in the US,Neutral
The ocean's shifting baseline,Neutral
Decarbonizing fossil fuels,Positive
What I learned about freedom after escaping North Korea,Positive
Why not eat insects?,Positive
Reviving New York's rivers -- with oysters!,Positive
How to recognize your white privilege — and use it to fight inequality,Positive
The neurons that shaped civilization,Neutral
Have you met your soulmate?,Positive
Why were there three popes at the same time?,Neutral
A historical journey through loneliness,Negative
The counterintuitive psychology of insurance,Neutral
How racism harms pregnant women -- and what can help,Negative
Moving sculpture,Neutral
The continents are moving. When will they collide?,Neutral
What I learned designing a school for the deaf,Positive
Why do ambitious women have flat heads?,Neutral
A virus detection network to stop the next pandemic,Positive
What do we do with all this big data?,Neutral
"""Thula Mama""",Positive
What went wrong at the LHC,Negative
Mysteries of vernacular: Robot,Neutral
A global movement to solve global problems,Positive
A brief history of chess,Neutral
Why people love watching sports,Positive
Making sense of string theory,Neutral
"What is ""normal"" and what is ""different""?",Neutral
DNA clues to our inner neanderthal,Neutral
Is climate change slowing down the ocean?,Neutral
